Date,Open,High,Low,Close,Volume
2023-01-31,244.13697814941406,322.7462158203125,241.69248962402344,307.0965576171875,17539133618
2023-02-28,317.47259521484375,337.3205261230469,283.6963806152344,304.85498046875,16694454179
2023-03-31,302.907470703125,346.44512939453125,265.7124328613281,316.6324157714844,18474039541
2023-04-30,315.2173156738281,350.0722961425781,300.5087585449219,322.10662841796875,21041891968
2023-05-31,328.7242126464844,339.39166259765625,301.5823974609375,311.6957092285156,14496929395
2023-06-30,304.9532775878906,308.3961486816406,222.0713348388672,233.19444274902344,16727991930
2023-07-31,247.75942993164062,261.10260009765625,231.64573669433594,242.51959228515625,15855392214
2023-08-31,247.50502014160156,248.5115509033203,204.39913940429688,223.81857299804688,14006470634
2023-09-30,213.63055419921875,221.00985717773438,204.3567352294922,215.2777862548828,11433150481
2023-10-31,218.04713439941406,236.7500762939453,203.6554412841797,228.28236389160156,11008246168
2023-11-30,228.00010681152344,269.9175720214844,222.8603973388672,227.34303283691406,23107989899
2023-12-31,228.54563903808594,337.4258117675781,226.4960174560547,317.0681457519531,32486490577
2024-01-31,314.4082946777344,332.74920654296875,287.7281494140625,307.4723815917969,32721901807
2024-02-29,300.1759033203125,427.04681396484375,296.5621337890625,415.5836181640625,36289269153
2024-03-31,407.8107604980469,641.4811401367188,363.22064208984375,601.005126953125,94949494805
2024-04-30,576.3966674804688,626.9840698242188,514.1128540039062,592.831787109375,45986937272
2024-05-31,561.408203125,629.861083984375,538.0464477539062,595.0267944335938,50179462019
2024-06-30,601.30419921875,720.672607421875,552.9365234375,569.1678466796875,61047988508
2024-07-31,576.6869506835938,605.191162109375,456.92340087890625,587.6651000976562,55438146309
2024-08-31,575.146728515625,597.5437622070312,407.52459716796875,535.3157958984375,57584460981
2024-09-30,512.59521484375,617.3323974609375,473.1689147949219,596.4111938476562,51504612364
2024-10-31,547.9971313476562,611.781494140625,535.380615234375,595.7278442382812,52569812868
2024-11-30,572.7622680664062,687.3417358398438,543.9083251953125,654.8097534179688,73318424921
2024-12-31,655.9324951171875,793.3505249023438,619.5003662109375,704.1463012695312,73880285694
2025-01-31,706.512939453125,745.153564453125,639.9559936523438,677.5572509765625,57534292446
2025-02-28,653.4329223632812,730.834716796875,519.1922607421875,605.1236572265625,61602507924
2025-03-31,607.5115356445312,644.874267578125,509.835693359375,601.8302001953125,55233779657
2025-04-30,611.297119140625,619.8624877929688,522.7157592773438,601.0189819335938,47764209865
2025-05-31,599.918212890625,695.868408203125,584.6096801757812,655.5108642578125,55270892717
2025-06-30,660.9917602539062,673.9506225585938,602.705078125,655.0361938476562,47789445181
2025-07-31,646.39794921875,859.5628662109375,644.6724853515625,793.1448364257812,70155270170
2025-08-31,757.1865844726562,899.7001342773438,732.3884887695312,880.0533447265625,64459314535
